3.745401188473624909e-01,5.603608541935615195e-01
9.507143064099161656e-01,-4.172640512510992217e-01
7.319939418114050911e-01,-9.547251229269376749e-01
5.986584841970366000e-01,-6.983325872541785717e-01
1.560186404424365181e-01,9.419245460454137575e-01
1.559945203362026467e-01,8.234646965360936655e-01
5.808361216819946105e-02,3.654621503090745849e-01
8.661761457749351800e-01,-7.730408724867713355e-01
6.011150117432088047e-01,-5.161538292256483418e-01
7.080725777960454881e-01,-8.871844985502964631e-01
2.058449429580244683e-02,1.624813426947923078e-01
9.699098521619943236e-01,-1.314587567009904423e-01
8.324426408004217404e-01,-8.900189875653867766e-01
2.123391106782761550e-01,1.026353734973216358e+00
1.818249672071006184e-01,8.758619277242650769e-01
1.834045098534338170e-01,9.139504273332963447e-01
3.042422429595377231e-01,9.150184984064212435e-01
5.247564316322378408e-01,-2.006445927628833226e-01
4.319450186421157634e-01,3.457787799318495225e-01
2.912291401980419137e-01,1.013402694923708047e+00
6.118528947223794701e-01,-5.152903762205680582e-01
1.394938606520418345e-01,8.855924321461962068e-01
2.921446485352181544e-01,8.394876398323560807e-01
3.663618432936917024e-01,8.733453270711625249e-01
4.560699842170359286e-01,2.407130325130687476e-01
7.851759613930135995e-01,-9.156016852789522487e-01
1.996737821583597361e-01,8.597995975746766106e-01
5.142344384136116053e-01,-7.512043404829628346e-02
5.924145688620424677e-01,-5.172017762340731517e-01
4.645041271999772459e-02,1.392702804356971968e-01
6.075448519014383653e-01,-5.646358501551027587e-01
1.705241236872915289e-01,1.012481921156910936e+00
6.505159298527951606e-02,3.799805821391998295e-01
9.488855372533332444e-01,-1.796522061242106227e-01
9.656320330745593594e-01,-2.332353388085996182e-01
8.083973481164611341e-01,-8.484777562897923842e-01
3.046137691733706854e-01,7.198430366395706104e-01
9.767211400638386998e-02,8.177674604745570619e-01
6.842330265121568944e-01,-7.662842818275086287e-01
4.401524937396013026e-01,3.387709714030924801e-01
1.220382348447788257e-01,4.966174277319805874e-01
4.951769101112701854e-01,5.910256620792176535e-02
3.438852111521839561e-02,6.999957938649079003e-02
9.093204020787820641e-01,-4.949418590848737587e-01
2.587799816000169173e-01,1.039635300138260110e+00
